Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0009317		OIDPMNJM_00249																	
OG0009318		OIDPMNJM_00250																	
OG0009319		OIDPMNJM_00251																	
OG0009320		OIDPMNJM_00252																	
OG0009321		OIDPMNJM_00253																	
OG0009322		OIDPMNJM_00254																	
OG0009323		OIDPMNJM_00255																	
OG0009324		OIDPMNJM_00256																	
OG0009325		OIDPMNJM_00257																	
OG0009326		OIDPMNJM_00261																	
OG0009327		OIDPMNJM_00262																	
OG0009328		OIDPMNJM_00280																	
OG0009329		OIDPMNJM_00282																	
OG0009330		OIDPMNJM_00283																	
OG0009331		OIDPMNJM_00284																	
OG0009332		OIDPMNJM_00286																	
OG0009333		OIDPMNJM_00288																	
OG0009334		OIDPMNJM_00289																	
OG0009335		OIDPMNJM_00291																	
OG0009336		OIDPMNJM_00292																	
OG0009337		OIDPMNJM_00293																	
OG0009338		OIDPMNJM_00294																	
OG0009339		OIDPMNJM_00295																	
OG0009340		OIDPMNJM_00296																	
OG0009341		OIDPMNJM_00297																	
OG0009342		OIDPMNJM_00302																	
OG0009343		OIDPMNJM_00303																	
OG0009344		OIDPMNJM_00354																	
OG0009345		OIDPMNJM_00355																	
OG0009346		OIDPMNJM_00356																	
OG0009347		OIDPMNJM_00357																	
OG0009348		OIDPMNJM_00358																	
OG0009349		OIDPMNJM_00361																	
OG0009350		OIDPMNJM_00362																	
OG0009351		OIDPMNJM_00367																	
OG0009352		OIDPMNJM_00369																	
OG0009353		OIDPMNJM_00370																	
OG0009354		OIDPMNJM_00373																	
OG0009355		OIDPMNJM_00374																	
OG0009356		OIDPMNJM_00375																	
OG0009357		OIDPMNJM_00376																	
OG0009358		OIDPMNJM_00378																	
OG0009359		OIDPMNJM_00379																	
OG0009360		OIDPMNJM_00380																	
OG0009361		OIDPMNJM_00381																	
OG0009362		OIDPMNJM_00398																	
OG0009363		OIDPMNJM_00405																	
OG0009364		OIDPMNJM_00406																	
OG0009365		OIDPMNJM_00422																	
OG0009366		OIDPMNJM_00425																	
OG0009367		OIDPMNJM_00489																	
OG0009368		OIDPMNJM_00490																	
OG0009369		OIDPMNJM_00491																	
OG0009370		OIDPMNJM_00492																	
OG0009371		OIDPMNJM_00494																	
OG0009372		OIDPMNJM_00504																	
OG0009373		OIDPMNJM_00506																	
OG0009374		OIDPMNJM_00509																	
OG0009375		OIDPMNJM_00510																	
OG0009376		OIDPMNJM_00511																	
OG0009377		OIDPMNJM_00512																	
OG0009378		OIDPMNJM_00520																	
OG0009379		OIDPMNJM_00525																	
OG0009380		OIDPMNJM_00526																	
OG0009381		OIDPMNJM_00564																	
OG0009382		OIDPMNJM_00567																	
OG0009383		OIDPMNJM_00574																	
OG0009384		OIDPMNJM_00598																	
OG0009385		OIDPMNJM_00603																	
OG0009386		OIDPMNJM_00604																	
OG0009387		OIDPMNJM_00605																	
OG0009388		OIDPMNJM_00606																	
OG0009389		OIDPMNJM_00607																	
OG0009390		OIDPMNJM_00609																	
OG0009391		OIDPMNJM_00610																	
OG0009392		OIDPMNJM_00612																	
OG0009393		OIDPMNJM_00615																	
OG0009394		OIDPMNJM_00618																	
OG0009395		OIDPMNJM_00619																	
OG0009396		OIDPMNJM_00620																	
OG0009397		OIDPMNJM_00626																	
OG0009398		OIDPMNJM_00627																	
OG0009399		OIDPMNJM_00629																	
OG0009400		OIDPMNJM_00630																	
OG0009401		OIDPMNJM_00631																	
OG0009402		OIDPMNJM_00632																	
OG0009403		OIDPMNJM_00633																	
OG0009404		OIDPMNJM_00634																	
OG0009405		OIDPMNJM_00663																	
OG0009406		OIDPMNJM_00674																	
OG0009407		OIDPMNJM_00677																	
OG0009408		OIDPMNJM_00678																	
OG0009409		OIDPMNJM_00694																	
OG0009410		OIDPMNJM_00695																	
OG0009411		OIDPMNJM_00697																	
OG0009412		OIDPMNJM_00721																	
OG0009413		OIDPMNJM_00722																	
OG0009414		OIDPMNJM_00723																	
OG0009415		OIDPMNJM_00724																	
OG0009416		OIDPMNJM_00728																	
OG0009417		OIDPMNJM_00729																	
OG0009418		OIDPMNJM_00732																	
OG0009419		OIDPMNJM_00733																	
OG0009420		OIDPMNJM_00735																	
OG0009421		OIDPMNJM_00736																	
OG0009422		OIDPMNJM_00737																	
OG0009423		OIDPMNJM_00780																	
OG0009424		OIDPMNJM_00781																	
OG0009425		OIDPMNJM_00782																	
OG0009426		OIDPMNJM_00783																	
OG0009427		OIDPMNJM_00784																	
OG0009428		OIDPMNJM_00789																	
OG0009429		OIDPMNJM_00914																	
OG0009430		OIDPMNJM_00927																	
OG0009431		OIDPMNJM_00928																	
OG0009432		OIDPMNJM_00929																	
OG0009433		OIDPMNJM_00932																	
OG0009434		OIDPMNJM_00969																	
OG0009435		OIDPMNJM_00973																	
OG0009436		OIDPMNJM_01055																	
OG0009437		OIDPMNJM_01056																	
OG0009438		OIDPMNJM_01057																	
OG0009439		OIDPMNJM_01138																	
OG0009440		OIDPMNJM_01209																	
OG0009441		OIDPMNJM_01211																	
OG0009442		OIDPMNJM_01213																	
OG0009443		OIDPMNJM_01216																	
OG0009444		OIDPMNJM_01218																	
OG0009445		OIDPMNJM_01219																	
OG0009446		OIDPMNJM_01220																	
OG0009447		OIDPMNJM_01221																	
OG0009448		OIDPMNJM_01222																	
OG0009449		OIDPMNJM_01224																	
OG0009450		OIDPMNJM_01225																	
OG0009451		OIDPMNJM_01226																	
OG0009452		OIDPMNJM_01229																	
OG0009453		OIDPMNJM_01230																	
OG0009454		OIDPMNJM_01233																	
OG0009455		OIDPMNJM_01234																	
OG0009456		OIDPMNJM_01257																	
OG0009457		OIDPMNJM_01258																	
OG0009458		OIDPMNJM_01310																	
OG0009459		OIDPMNJM_01311																	
OG0009460		OIDPMNJM_01312																	
OG0009461		OIDPMNJM_01313																	
OG0009462		OIDPMNJM_01315																	
OG0009463		OIDPMNJM_01316																	
OG0009464		OIDPMNJM_01354																	
OG0009465		OIDPMNJM_01355																	
OG0009466		OIDPMNJM_01360																	
OG0009467		OIDPMNJM_01361																	
OG0009468		OIDPMNJM_01362																	
OG0009469		OIDPMNJM_01364																	
OG0009470		OIDPMNJM_01365																	
OG0009471		OIDPMNJM_01366																	
OG0009472		OIDPMNJM_01369																	
OG0009473		OIDPMNJM_01370																	
OG0009474		OIDPMNJM_01387																	
OG0009475		OIDPMNJM_01389																	
OG0009476		OIDPMNJM_01390																	
OG0009477		OIDPMNJM_01391																	
OG0009478		OIDPMNJM_01392																	
OG0009479		OIDPMNJM_01393																	
OG0009480		OIDPMNJM_01394																	
OG0009481		OIDPMNJM_01395																	
OG0009482		OIDPMNJM_01402																	
OG0009483		OIDPMNJM_01405																	
OG0009484		OIDPMNJM_01406																	
OG0009485		OIDPMNJM_01407																	
OG0009486		OIDPMNJM_01440																	
OG0009487		OIDPMNJM_01441																	
OG0009488		OIDPMNJM_01443																	
OG0009489		OIDPMNJM_01444																	
OG0009490		OIDPMNJM_01447																	
OG0009491		OIDPMNJM_01448																	
OG0009492		OIDPMNJM_01449																	
OG0009493		OIDPMNJM_01476																	
OG0009494		OIDPMNJM_01477																	
OG0009495		OIDPMNJM_01478																	
OG0009496		OIDPMNJM_01479																	
OG0009497		OIDPMNJM_01480																	
OG0009498		OIDPMNJM_01481																	
OG0009499		OIDPMNJM_01482																	
OG0009500		OIDPMNJM_01506																	
OG0009501		OIDPMNJM_01527																	
OG0009502		OIDPMNJM_01528																	
OG0009503		OIDPMNJM_01626																	
OG0009504		OIDPMNJM_01643																	
OG0009505		OIDPMNJM_01644																	
OG0009506		OIDPMNJM_01645																	
OG0009507		OIDPMNJM_01648																	
OG0009508		OIDPMNJM_01649																	
OG0009509		OIDPMNJM_01650																	
OG0009510		OIDPMNJM_01652																	
OG0009511		OIDPMNJM_01655																	
OG0009512		OIDPMNJM_01661																	
OG0009513		OIDPMNJM_01662																	
OG0009514		OIDPMNJM_01663																	
OG0009515		OIDPMNJM_01664																	
OG0009516		OIDPMNJM_01665																	
OG0009517		OIDPMNJM_01666																	
OG0009518		OIDPMNJM_01667																	
OG0009519		OIDPMNJM_01672																	
OG0009520		OIDPMNJM_01673																	
OG0009521		OIDPMNJM_01674																	
OG0009522		OIDPMNJM_01675																	
OG0009523		OIDPMNJM_01676																	
OG0009524		OIDPMNJM_01682																	
OG0009525		OIDPMNJM_01683																	
OG0009526		OIDPMNJM_01684																	
OG0009527		OIDPMNJM_01685																	
OG0009528		OIDPMNJM_01688																	
OG0009529		OIDPMNJM_01689																	
OG0009530		OIDPMNJM_01694																	
OG0009531		OIDPMNJM_01695																	
OG0009532		OIDPMNJM_01761																	
OG0009533		OIDPMNJM_01762																	
OG0009534		OIDPMNJM_01763																	
OG0009535		OIDPMNJM_01766																	
OG0009536		OIDPMNJM_01767																	
OG0009537		OIDPMNJM_01768																	
OG0009538		OIDPMNJM_01769																	
OG0009539		OIDPMNJM_01803																	
OG0009540		OIDPMNJM_01804																	
OG0009541		OIDPMNJM_01837																	
OG0009542		OIDPMNJM_01838																	
OG0009543		OIDPMNJM_01840																	
OG0009544		OIDPMNJM_01841																	
OG0009545		OIDPMNJM_01843																	
OG0009546		OIDPMNJM_01844																	
OG0009547		OIDPMNJM_01845																	
OG0009548		OIDPMNJM_01846																	
OG0009549		OIDPMNJM_01847																	
OG0009550		OIDPMNJM_01848																	
OG0009551		OIDPMNJM_01849																	
OG0009552		OIDPMNJM_01853																	
OG0009553		OIDPMNJM_01854																	
OG0009554		OIDPMNJM_01857																	
OG0009555		OIDPMNJM_01858																	
OG0009556		OIDPMNJM_01864																	
OG0009557		OIDPMNJM_01865																	
OG0009558		OIDPMNJM_01867																	
OG0009559		OIDPMNJM_01868																	
OG0009560		OIDPMNJM_01869																	
OG0009561		OIDPMNJM_01874																	
OG0009562		OIDPMNJM_01875																	
OG0009563		OIDPMNJM_01876																	
OG0009564		OIDPMNJM_01877																	
OG0009565		OIDPMNJM_01885																	
OG0009566		OIDPMNJM_01888																	
OG0009567		OIDPMNJM_01896																	
OG0009568		OIDPMNJM_01897																	
OG0009569		OIDPMNJM_01916																	
OG0009570		OIDPMNJM_01917																	
OG0009571		OIDPMNJM_01918																	
OG0009572		OIDPMNJM_01927																	
OG0009573		OIDPMNJM_01931																	
OG0009574		OIDPMNJM_01944																	
OG0009575		OIDPMNJM_01991																	
OG0009576		OIDPMNJM_01992																	
OG0009577		OIDPMNJM_01994																	
OG0009578		OIDPMNJM_01995																	
OG0009579		OIDPMNJM_01996																	
OG0009580		OIDPMNJM_02007																	
OG0009581		OIDPMNJM_02008																	
OG0009582		OIDPMNJM_02011																	
OG0009583		OIDPMNJM_02012																	
OG0009584		OIDPMNJM_02013																	
OG0009585		OIDPMNJM_02015																	
OG0009586		OIDPMNJM_02043																	
OG0009587		OIDPMNJM_02044																	
OG0009588		OIDPMNJM_02045																	
OG0009589		OIDPMNJM_02046																	
OG0009590		OIDPMNJM_02058																	
OG0009591		OIDPMNJM_02061																	
OG0009592		OIDPMNJM_02062																	
OG0009593		OIDPMNJM_02065																	
OG0009594		OIDPMNJM_02066																	
OG0009595		OIDPMNJM_02095																	
OG0009596		OIDPMNJM_02100																	
OG0009597		OIDPMNJM_02102																	
OG0009598		OIDPMNJM_02105																	
OG0009599		OIDPMNJM_02185																	
OG0009600		OIDPMNJM_02186																	
OG0009601		OIDPMNJM_02187																	
OG0009602		OIDPMNJM_02188																	
OG0009603		OIDPMNJM_02189																	
OG0009604		OIDPMNJM_02190																	
OG0009605		OIDPMNJM_02191																	
OG0009606		OIDPMNJM_02192																	
OG0009607		OIDPMNJM_02208																	
OG0009608		OIDPMNJM_02266																	
OG0009609		OIDPMNJM_02270																	
OG0009610		OIDPMNJM_02271																	
OG0009611		OIDPMNJM_02285																	
OG0009612		OIDPMNJM_02286																	
OG0009613		OIDPMNJM_02297																	
OG0009614		OIDPMNJM_02301																	
OG0009615		OIDPMNJM_02312																	
OG0009616		OIDPMNJM_02316																	
OG0009617		OIDPMNJM_02317																	
OG0009618		OIDPMNJM_02326																	
OG0009619		OIDPMNJM_02338																	
OG0009620		OIDPMNJM_02340																	
OG0009621		OIDPMNJM_02341																	
OG0009622		OIDPMNJM_02346																	
OG0009623		OIDPMNJM_02358																	
OG0009624		OIDPMNJM_02359																	
OG0009625		OIDPMNJM_02430																	
OG0009626		OIDPMNJM_02431																	
OG0009627		OIDPMNJM_02435																	
OG0009628		OIDPMNJM_02438																	
OG0009629		OIDPMNJM_02439																	
OG0009630		OIDPMNJM_02440																	
OG0009631		OIDPMNJM_02441																	
OG0009632		OIDPMNJM_02442																	
OG0009633		OIDPMNJM_02447																	
OG0009634		OIDPMNJM_02450																	
OG0009635		OIDPMNJM_02451																	
OG0009636		OIDPMNJM_02549																	
OG0009637		OIDPMNJM_02579																	
OG0009638		OIDPMNJM_02580																	
OG0009639		OIDPMNJM_02601																	
OG0009640		OIDPMNJM_02602																	
OG0009641		OIDPMNJM_02603																	
OG0009642		OIDPMNJM_02614																	
OG0009643		OIDPMNJM_02618																	
OG0009644		OIDPMNJM_02621																	
OG0009645		OIDPMNJM_02622																	
OG0009646		OIDPMNJM_02624																	
OG0009647		OIDPMNJM_02625																	
OG0009648		OIDPMNJM_02626																	
OG0009649		OIDPMNJM_02632																	
OG0009650		OIDPMNJM_02635																	
OG0009651		OIDPMNJM_02636																	
OG0009652		OIDPMNJM_02637																	
OG0009653		OIDPMNJM_02639																	
OG0009654		OIDPMNJM_02640																	
OG0009655		OIDPMNJM_02641																	
OG0009656		OIDPMNJM_02642																	
OG0009657		OIDPMNJM_02648																	
OG0009658		OIDPMNJM_02651																	
OG0009659		OIDPMNJM_02653																	
OG0009660		OIDPMNJM_02656																	
OG0009661		OIDPMNJM_02657																	
OG0009662		OIDPMNJM_02659																	
OG0009663		OIDPMNJM_02660																	
OG0009664		OIDPMNJM_02661																	
OG0009665		OIDPMNJM_02668																	
OG0009666		OIDPMNJM_02670																	
OG0009667		OIDPMNJM_02671																	
OG0009668		OIDPMNJM_02680																	
OG0009669		OIDPMNJM_02681																	
OG0009670		OIDPMNJM_02682																	
OG0009671		OIDPMNJM_02685																	
OG0009672		OIDPMNJM_02689																	
OG0009673		OIDPMNJM_02694																	
OG0009674		OIDPMNJM_02695																	
OG0009675		OIDPMNJM_02696																	
OG0009676		OIDPMNJM_02697																	
OG0009677		OIDPMNJM_02698																	
OG0009678		OIDPMNJM_02699																	
OG0009679		OIDPMNJM_02723																	
OG0009680		OIDPMNJM_02730																	
OG0009681		OIDPMNJM_02731																	
OG0009682		OIDPMNJM_02732																	
OG0009683		OIDPMNJM_02733																	
OG0009684		OIDPMNJM_02734																	
OG0009685		OIDPMNJM_02736																	
OG0009686		OIDPMNJM_02737																	
OG0009687		OIDPMNJM_02738																	
OG0009688		OIDPMNJM_02739																	
OG0009689		OIDPMNJM_02740																	
OG0009690		OIDPMNJM_02741																	
OG0009691		OIDPMNJM_02742																	
OG0009692		OIDPMNJM_02743																	
OG0009693		OIDPMNJM_02774																	
OG0009694		OIDPMNJM_02777																	
OG0009695		OIDPMNJM_02779																	
OG0009696		OIDPMNJM_02780																	
OG0009697		OIDPMNJM_02781																	
OG0009698		OIDPMNJM_02782																	
OG0009699		OIDPMNJM_02797																	
OG0009700		OIDPMNJM_02798																	
OG0009701		OIDPMNJM_02799																	
OG0009702		OIDPMNJM_02801																	
OG0009703		OIDPMNJM_02802																	
OG0009704		OIDPMNJM_02803																	
OG0009705		OIDPMNJM_02804																	
OG0009706		OIDPMNJM_02805																	
OG0009707		OIDPMNJM_02806																	
OG0009708		OIDPMNJM_02809																	
OG0009709		OIDPMNJM_02810																	
OG0009710		OIDPMNJM_02811																	
OG0009711		OIDPMNJM_02812																	
OG0009712		OIDPMNJM_02848																	
OG0009713		OIDPMNJM_02861																	
OG0009714		OIDPMNJM_02862																	
OG0009715		OIDPMNJM_02863																	
OG0009716		OIDPMNJM_02865																	
OG0009717		OIDPMNJM_02866																	
OG0009718		OIDPMNJM_02869																	
OG0009719		OIDPMNJM_02898																	
OG0009720		OIDPMNJM_02899																	
OG0009721		OIDPMNJM_02900																	
OG0009722		OIDPMNJM_02928																	
OG0009723		OIDPMNJM_02929																	
OG0009724		OIDPMNJM_02930																	
OG0009725		OIDPMNJM_02931																	
OG0009726		OIDPMNJM_02933																	
OG0009727		OIDPMNJM_02934																	
OG0009728		OIDPMNJM_03040																	
OG0009729		OIDPMNJM_03044																	
OG0009730		OIDPMNJM_03045																	
OG0009731		OIDPMNJM_03046																	
OG0009732		OIDPMNJM_03047																	
OG0009733		OIDPMNJM_03049																	
OG0009734		OIDPMNJM_03050																	
OG0009735		OIDPMNJM_03051																	
OG0009736		OIDPMNJM_03052																	
OG0009737		OIDPMNJM_03053																	
OG0009738		OIDPMNJM_03054																	
OG0009739		OIDPMNJM_03055																	
OG0009740		OIDPMNJM_03056																	
OG0009741		OIDPMNJM_03057																	
OG0009742		OIDPMNJM_03058																	
OG0009743		OIDPMNJM_03059																	
OG0009744		OIDPMNJM_03060																	
OG0009745		OIDPMNJM_03061																	
OG0009746		OIDPMNJM_03062																	
OG0009747		OIDPMNJM_03063																	
OG0009748		OIDPMNJM_03064																	
OG0009749		OIDPMNJM_03065																	
OG0009750		OIDPMNJM_03066																	
OG0009751		OIDPMNJM_03067																	
OG0009752		OIDPMNJM_03068																	
OG0009753		OIDPMNJM_03069																	
OG0009754		OIDPMNJM_03070																	
OG0009755		OIDPMNJM_03073																	
OG0009756		OIDPMNJM_03074																	
OG0009757		OIDPMNJM_03075																	
OG0009758		OIDPMNJM_03099																	
OG0009759		OIDPMNJM_03100																	
OG0009760		OIDPMNJM_03102																	
OG0009761		OIDPMNJM_03108																	
OG0009762		OIDPMNJM_03109																	
OG0009763		OIDPMNJM_03110																	
OG0009764		OIDPMNJM_03111																	
OG0009765		OIDPMNJM_03112																	
OG0009766		OIDPMNJM_03113																	
OG0009767		OIDPMNJM_03122																	
OG0009768		OIDPMNJM_03123																	
OG0009769		OIDPMNJM_03125																	
OG0009770		OIDPMNJM_03126																	
OG0009771		OIDPMNJM_03127																	
OG0009772		OIDPMNJM_03130																	
OG0009773		OIDPMNJM_03133																	
OG0009774		OIDPMNJM_03134																	
OG0009775		OIDPMNJM_03135																	
OG0009776		OIDPMNJM_03136																	
OG0009777		OIDPMNJM_03137																	
OG0009778		OIDPMNJM_03138																	
OG0009779		OIDPMNJM_03139																	
OG0009780		OIDPMNJM_03140																	
OG0009781		OIDPMNJM_03141																	
OG0009782		OIDPMNJM_03142																	
OG0009783		OIDPMNJM_03143																	
OG0009784		OIDPMNJM_03144																	
OG0009785		OIDPMNJM_03145																	
OG0009786		OIDPMNJM_03146																	
OG0009787		OIDPMNJM_03147																	
OG0009788		OIDPMNJM_03148																	
OG0009789		OIDPMNJM_03149																	
OG0009790		OIDPMNJM_03151																	
OG0009791		OIDPMNJM_03156																	
OG0009792		OIDPMNJM_03161																	
OG0009793		OIDPMNJM_03164																	
OG0009794		OIDPMNJM_03165																	
OG0009795		OIDPMNJM_03169																	
OG0009796		OIDPMNJM_03170																	
OG0009797		OIDPMNJM_03171																	
OG0009798		OIDPMNJM_03173																	
OG0009799		OIDPMNJM_03175																	
OG0009800		OIDPMNJM_03176																	
OG0009801		OIDPMNJM_03200																	
OG0009802		OIDPMNJM_03221																	
OG0009803		OIDPMNJM_03224																	
OG0009804		OIDPMNJM_03229																	
OG0009805		OIDPMNJM_03260																	
OG0009806		OIDPMNJM_03265																	
OG0009807		OIDPMNJM_03267																	
OG0009808		OIDPMNJM_03268																	
OG0009809		OIDPMNJM_03285																	
OG0009810		OIDPMNJM_03286																	
OG0009811		OIDPMNJM_03287																	
OG0009812		OIDPMNJM_03288																	
OG0009813		OIDPMNJM_03289																	
OG0009814		OIDPMNJM_03291																	
OG0009815		OIDPMNJM_03292																	
OG0009816		OIDPMNJM_03297																	
OG0009817		OIDPMNJM_03389																	
OG0009818		OIDPMNJM_03390																	
OG0009819		OIDPMNJM_03391																	
OG0009820		OIDPMNJM_03393																	
OG0009821		OIDPMNJM_03394																	
OG0009822		OIDPMNJM_03399																	
OG0009823		OIDPMNJM_03400																	
OG0009824		OIDPMNJM_03458																	
OG0009825		OIDPMNJM_03460																	
